trajectory_idx,fitted_W,fitted_D,v0,direction,r2,rmse,model_type,success
30,0.4064386375089187,3.8069777055880927,0.7,2,-19.9674586861669,0.21839783359191073,SAM,True
31,0.4586048591078707,3.590292369358587,0.98,2,-14.110079795275245,0.3206233186715897,SAM,True
32,0.24694433666838814,3.5389452584022254,1.17,2,-1990.4919512019283,0.4204104074225218,SAM,True
33,0.8753493297055054,3.726770141497603,1.21,1,-4.223824046104712,0.3604754789283375,SAM,True
34,1.0020880239746282,2.327035562536051,0.68,2,0.9768524404212526,0.08328698995103576,SAM,True
35,0.25800104749998076,3.5849430953492405,0.87,2,-136.04651993112242,0.3136955262214352,SAM,True
36,0.039617315912997476,2.5456309814718905,0.49,2,-8.519381608983563,0.1273901918976921,SAM,True
37,0.06311455980688738,2.6071532329455094,0.67,1,-5.615621837049468,0.17134237999541382,SAM,True
38,0.4456526410107465,2.0085235656420632,0.86,1,0.6790437958446994,0.14793654189621916,SAM,True
39,0.45764125940960976,2.942194816535698,0.32,1,0.807861558755692,0.12741101785101092,SAM,True
40,0.11886898776353512,2.527313874242767,0.87,1,-5.001730798120511,0.22487850861238715,SAM,True
41,0.1223153861547476,2.0000000000000004,0.97,2,-13.663770937283681,0.2073800712597598,SAM,True
42,0.2143531356717234,3.612608338878842,0.83,2,-408.0525787073125,0.2967711419957666,SAM,True
43,0.2911174825329933,3.7649245701545784,0.75,2,-156.6145637821527,0.25690678968018044,SAM,True
44,0.5619863268092666,3.674880523943268,0.8,2,-3.714571469229776,0.2635879219469749,SAM,True
45,0.6138506811816978,3.825389267149568,0.99,2,-11.811742772529323,0.3318387095109453,SAM,True
46,0.5910687618034278,3.779017246064724,1.05,2,-12.476849706028675,0.395670364731244,SAM,True
47,0.5698228170597761,3.933003822446654,1.1,2,-38.98648179282099,0.3431474788766626,SAM,True
48,0.07413276184779136,2.0000000000000004,0.86,2,-72.1087078189885,0.18921433694632353,SAM,True
49,0.2580583262451069,3.708418465115328,0.66,1,-28.76476084335968,0.19851585165071378,SAM,True
0,0.38942331100074784,3.815830696384842,0.82,2,-30.07650061152115,0.29470502215613625,SAM,True
1,0.22112338959195046,3.7076667934370637,0.72,1,-206.46483278948324,0.2620156251416466,SAM,True
2,0.36363122406751563,3.6050200779916914,1.09,2,-111.29976471684841,0.37824581987018024,SAM,True
3,0.2797827938158623,3.7980779965036273,0.72,1,-75.8466417475036,0.2539648693916093,SAM,True
4,0.20109390101166777,3.566076655218002,0.84,2,-281.01181678121156,0.2820059083287116,SAM,True
5,0.06635217782013776,2.0000000000000004,0.84,2,-91.9798507560944,0.17490103172581647,SAM,True
6,0.1630882513177698,2.483615399478695,1.35,2,-4.526116147968679,0.3395796664087032,SAM,True
7,0.32152116234853284,2.0000000000000004,0.84,2,0.40364104337201356,0.16250328392416494,SAM,True
8,0.35381590587346456,3.54340036647481,0.79,1,-12.872954341153102,0.27832294860572904,SAM,True
9,0.2623433064488376,3.717833486891222,0.68,1,-188.62148533754117,0.22120110324430817,SAM,True
10,0.33145503132238624,3.5609785954335966,0.84,1,-8.947381780281887,0.2530344290854551,SAM,True
11,0.22239597782366713,3.7356011219148693,0.7,1,-123.0569422884213,0.23045610767149577,SAM,True
12,2.325240484821792,4.771906296356017,0.86,1,0.9312562775563779,0.12570576779527604,SAM,True
13,0.5009950978354905,3.732195764331705,0.77,2,-5.978638472975929,0.26413097067326546,SAM,True
14,0.12019788496937986,2.0000000000000004,1.35,2,-61.08326785949307,0.2836939638454306,SAM,True
15,0.5431012364410261,3.817402798965334,0.97,1,-1.5529697429157694,0.18125605961298,SAM,True
16,0.5368766324846428,3.8294623903427163,0.55,2,-1.1080708870916087,0.16711709561160454,SAM,True
17,0.1599214201338342,3.642042728597276,0.63,1,-205.62264432556566,0.2132597248485993,SAM,True
18,0.4094697276175211,3.5618832999745687,1.12,2,-38.37625988629308,0.3921861437091353,SAM,True
19,0.24247279419341466,2.0000000000000004,1.21,1,-3.362271437109281,0.2415723540203456,SAM,True
20,0.299038894419514,3.7125846054926948,0.83,1,-68.48014837457218,0.29660240165236074,SAM,True
21,0.2854455498842522,3.699048627261694,0.83,2,-318.4205168229019,0.2780513295990782,SAM,True
22,0.08064031325297945,2.465190382343547,0.56,2,-3.400397144294069,0.12824830770835377,SAM,True
23,0.42435004787865815,3.766203549294694,0.99,2,-85.84219446957351,0.3319666795929135,SAM,True
24,1.5984196306837787e-13,11.103988400379793,0.52,1,-0.053336049874533664,0.5851010719233831,SAM,True
25,0.5620605144530758,4.011724532695199,0.76,2,-9.9605367457647,0.2399941294647093,SAM,True
26,0.0997479294300871,2.0000000000000004,0.72,1,-7.81495195150079,0.15418909822447144,SAM,True
27,0.2498416136475114,2.00000000000318,0.58,1,0.6020158245113565,0.10874419444941558,SAM,True
28,0.23875239851020513,3.5290419090431837,0.9,2,-234.87004041691156,0.31307851091323996,SAM,True
29,0.3873053683229917,3.6925521036913134,1.13,2,-197.9654061861412,0.4013903677385516,SAM,True
30,0.24203035049167143,3.5840163423663167,0.89,2,-178.6482745321664,0.2871559820206857,SAM,True
31,1.437141071257846,9.791693198578178,0.26,1,0.9652347282380352,0.04350536747596445,SAM,True
32,0.4359596940985783,3.7763948778264513,1.1,1,-63.499704266069216,0.4094322060946279,SAM,True
33,0.07488300449579312,2.0000000000000004,0.64,1,-18.71884246719412,0.13815589294179678,SAM,True
34,0.49670705782211344,3.664542687534266,0.88,1,-11.398075166708525,0.2680960371671147,SAM,True
35,0.5855675053367592,3.8507094761236687,0.93,1,-15.122017443935881,0.29084853516741205,SAM,True
36,0.3253910052665187,3.5721539779809466,1.45,1,-1912.8062516221457,0.5256206526423534,SAM,True
37,0.4131685628353335,3.779350061348477,1.09,1,-111.81655933475757,0.3469123705432627,SAM,True
38,0.1725958510748073,3.5299915716439747,0.5,1,-36.79073051014145,0.16770621119942958,SAM,True
39,0.23675126017484896,3.6310542479602286,0.92,1,-1004.5918734431762,0.3284966726455341,SAM,True
40,0.2300515532702599,2.826391280276296,0.76,1,0.24284155941439578,0.172287890071804,SAM,True
41,0.1918207312371847,2.0000000000000004,1.15,2,-4.537865440666041,0.243448738219038,SAM,True
42,0.22936749162157197,3.629703606403659,0.83,2,-490.98318157717773,0.3006772845537594,SAM,True
43,0.10517884356444641,2.4232777957585743,0.73,2,-6.001117670899204,0.15251650229643776,SAM,True
44,0.23949575553124527,3.757475175060832,0.72,2,-128.95206154314408,0.2570969011546131,SAM,True
45,0.12599610349184973,2.6563141132895027,0.85,1,-1.950178128507813,0.19806160801034423,SAM,True
46,0.8580455928026802,4.65553724363849,0.86,2,-0.3428136649368083,0.17869272065143546,SAM,True
47,0.29143217944643657,3.891055518230319,0.51,2,-18.909146426813393,0.17653324330945513,SAM,True
48,0.14549852154329293,3.649583667742246,0.51,2,-342.6183644920269,0.17972235882674845,SAM,True
0,0.9765762172380538,4.250892927011093,0.81,2,-1.202728971939513,0.27211805660560656,SAM,True
1,0.20117172680190507,3.596962075813637,0.79,1,-171.77599867333674,0.2659303367744708,SAM,True
2,0.19401231418106585,3.4741568496656474,0.89,2,-196.62282635954685,0.3120048525847782,SAM,True
3,0.41016643582592116,3.938070520408342,0.75,1,-6.2922380669446785,0.20230339897638308,SAM,True
4,0.3097294922195366,3.5120387018500354,1.13,2,-49.52860864483859,0.36528609139268353,SAM,True
5,0.9261501983088889,3.8547962122487407,1.25,1,-5.823506377730437,0.4205535463062617,SAM,True
6,0.3821156048986515,4.321601062880244,0.55,1,-2.3686050945431876,0.13487441397648842,SAM,True
7,0.5199751042069276,3.515610981109878,1.04,2,-7.198735613131923,0.3596518929073434,SAM,True
8,0.1301531431472694,2.0000000000000004,0.89,2,-6.22250128647938,0.18198347500256631,SAM,True
9,0.45493038722974694,3.8707232700212404,0.86,1,-31.061909533952083,0.2985129574856146,SAM,True
10,0.4535646831584004,3.8300276917429232,0.81,1,-19.99533395127519,0.27972193479045365,SAM,True
11,0.23114100262987292,3.721075968261048,0.78,2,-191.35513475008722,0.26508348548250676,SAM,True
12,1.0909899310767353,4.0099996253677155,0.82,1,-0.019703047229002513,0.25098967404359723,SAM,True
13,0.23139313893403113,3.5853476849656083,1.0,1,-984.1721285934198,0.3441759676997695,SAM,True
14,0.5504667891931896,3.789745199550739,1.01,2,-28.035739890975684,0.30063481119629754,SAM,True
15,0.40471012883326046,3.7643716245203778,0.67,1,-9.02956955798818,0.21920118694918575,SAM,True
16,0.09929171011029733,2.0000000000000004,0.52,1,-4.784655862717049,0.10882361356060942,SAM,True
17,0.3150826205875713,2.0000000000000004,1.11,1,-0.5773147888015366,0.2078237897004834,SAM,True
18,0.3024428335638355,3.7481147420953733,0.83,2,-258.0976368499643,0.2830927234212538,SAM,True
19,0.13548554911577215,2.0000000000000004,1.34,2,-24.271803483350787,0.2960496485028207,SAM,True
20,0.4667465680574262,4.023167507708946,0.85,1,-2.3021820498012,0.17731200452036305,SAM,True
21,0.3255627719649981,3.7172616783358334,0.62,1,-20.346928623033328,0.2029867684330501,SAM,True
22,0.48705821045755915,3.9150229344352963,0.92,1,-39.5400882528976,0.3024015252490364,SAM,True
23,0.2665884956976852,3.8055382069499757,0.68,2,-67.88893299747076,0.2499300702105623,SAM,True
24,0.33313727534314946,3.7509934858811564,0.96,1,-148.32028176267752,0.3410666684160097,SAM,True
25,0.12171165430585287,2.0000000000000004,0.85,2,-8.329379770087165,0.17493600171785884,SAM,True
26,0.18870461381309114,3.6916726739735872,0.65,1,-291.4217512210109,0.22476383548280576,SAM,True
27,0.2934046899780179,3.6348481552678296,0.84,1,-78.24085884026412,0.29970697013411257,SAM,True
28,0.22309293934313562,3.729565882543521,0.51,1,-41.07871716235928,0.1816121737674644,SAM,True
29,0.33128501506669444,2.0000000000000004,0.84,2,0.4186274937942911,0.15180570624967474,SAM,True
30,2.0402810649272523,4.951706699779271,1.19,2,0.6056444722498029,0.18815453174531502,SAM,True
31,0.13799172737886445,2.0000000000000004,0.85,1,-6.122712441008317,0.16996536674016008,SAM,True
32,0.5783529870985644,3.781137239887765,0.82,2,-4.994576200048209,0.29843471132349575,SAM,True
33,0.8508666879017966,4.103077532953903,1.06,1,-7.258121712893155,0.32330841578589464,SAM,True
34,0.6599536842305217,3.835655922846825,0.69,1,-1.2000681144434693,0.20642471084643357,SAM,True
35,0.3014796583453429,3.696272445837992,1.02,2,-135.9029475075656,0.33068504403910237,SAM,True
36,0.2802977449317807,3.6467357846653083,1.03,2,-306.27068055382233,0.34211471019200074,SAM,True
37,0.26167541874472044,3.5789711012084626,0.98,2,-91.02262584326455,0.3072645980423968,SAM,True
38,0.30698294959270656,3.7021285274797306,0.62,1,-26.98988960380412,0.19791101943213632,SAM,True
39,0.11041121299440171,2.0000000000000004,0.79,1,-11.154714314216108,0.16638784312753488,SAM,True
40,0.29105109173985977,3.55519709602354,1.03,2,-133.74790763460229,0.3701126523401495,SAM,True
0,0.4074041574540826,3.8539595984923345,1.01,2,-55.48723069052593,0.32467815609053924,SAM,True
1,0.15368171157097923,2.0000000000000004,1.05,2,-5.7740069385019375,0.23402473189282924,SAM,True
2,0.25349621235120035,3.971041790053185,0.43,1,-18.00894046200703,0.1439930616694227,SAM,True
3,1.067133857635543,4.020777961327142,1.26,2,-5.77562714123546,0.30559870636516456,SAM,True
4,0.25249616416091863,2.0000000000000004,0.94,1,-0.3649398614268735,0.19679343759038948,SAM,True
5,0.15324375563344803,2.0000000000000004,0.9,2,-5.857190805681328,0.17992366021729694,SAM,True
6,0.256432968109358,3.557462483928698,1.1,2,-638.7494441643015,0.38087161414872517,SAM,True
7,0.36631377291541706,3.8330211189622627,0.77,1,-24.19913739252378,0.2577225141595314,SAM,True
8,0.18101635838738717,2.0000000000000004,0.9,2,-3.697034712094963,0.179722935254238,SAM,True
9,0.2862619879187678,3.648414558899398,1.02,1,-306.59949183718425,0.3748280511069493,SAM,True
10,0.18514669920752383,3.7903532875412997,0.44,1,-97.79273797128057,0.14663305047658762,SAM,True
11,0.5556387700835143,3.672924100637079,0.84,1,-4.702924450457322,0.2764199882501358,SAM,True
12,0.3448627080908364,3.7226244184787722,1.06,2,-230.23239945000327,0.37556858716418495,SAM,True
13,0.07176448894294145,2.0000000000000004,0.64,1,-11.996924463986845,0.14141834212083096,SAM,True
14,0.2684324709317515,3.615635128242269,1.04,1,-2199.7046005941575,0.3663618069480467,SAM,True
15,0.08599151910642122,2.0000000000000004,0.95,2,-59.85412301215685,0.19636600139897717,SAM,True
16,0.3019672243274611,3.740225863694523,0.78,2,-130.31654637715778,0.26854011731672417,SAM,True
17,0.5181561266643719,3.7244462886768726,0.92,2,-11.249298683026437,0.31030909904040976,SAM,True
18,0.6558408040265118,3.8036936277983737,0.83,2,-2.923742225182263,0.2257691885821235,SAM,True
19,0.22522237439106213,2.0000000000000004,1.18,1,-2.3015841436264295,0.24088614261602712,SAM,True
20,0.5562328107424496,3.872908131197372,1.07,2,-35.314223759828224,0.3579596369408029,SAM,True
22,0.4045366922941061,3.7799244991652263,0.88,2,-48.871104798251054,0.28350355789134873,SAM,True
23,0.6620851587982063,3.8465286746141834,1.28,2,-47.649254341772306,0.40310104871073366,SAM,True
24,1.0172331733428006,4.237215260988992,0.99,1,-2.449374034312511,0.29659773068390155,SAM,True
0,0.14487326174663145,3.6187227898889454,0.59,2,-509.1069404499645,0.20164479716389058,SAM,True
1,0.17134908638259727,3.571909577086806,0.68,2,-301.56860514558707,0.2298378836753594,SAM,True
2,0.10802938433602298,2.0000000000000004,0.76,1,-7.011201691064802,0.16106257264757026,SAM,True
3,0.3647276089548397,3.4914244549391857,1.07,1,-27.617687781835954,0.38830918265036346,SAM,True
4,0.2379828469099915,2.0000000000000004,1.23,1,-3.53102731030479,0.24866183764371125,SAM,True
5,0.707118491175916,4.037981108152317,0.87,1,-7.107743512715341,0.25709195042649335,SAM,True
6,0.2978987909851494,3.564189998741314,1.09,2,-207.41670466516138,0.3862416251937068,SAM,True
7,0.19634043908034257,3.7545790059456805,0.59,1,-99.91496026017742,0.18988924258778847,SAM,True
8,0.1388891536042668,2.0356086303323644,0.29,1,0.6721790301983044,0.053317863870532604,SAM,True
9,0.08914932902941347,2.0000000000000004,0.96,2,-32.985059120187664,0.2117535056441437,SAM,True
10,0.45143979595757616,4.0504431772612435,0.62,1,-10.335950103173907,0.17724398968773772,SAM,True
11,0.3899048341657832,4.64923924063645,0.43,1,0.14868889915039163,0.07685884322079968,SAM,True
12,0.0668265231375719,2.0000000000000004,0.91,2,-124.12945902109155,0.192596409188262,SAM,True
13,0.08156556937242795,2.599239593844744,0.77,2,-6.453960559167493,0.19085678562461977,SAM,True
14,0.33424544026636716,3.5938413401174896,1.35,1,-965.8883679166978,0.4816788689212882,SAM,True
15,0.2613039917914715,3.6617618035001733,0.95,1,-328.4638898171342,0.31790933116268244,SAM,True
16,0.5716680073760245,3.6791694212497035,1.3,2,-47.10716197678544,0.43507431042082506,SAM,True
17,0.7528855606521904,4.150333142359018,0.67,1,-1.276377367690685,0.1916535386432733,SAM,True
18,0.5996401777460234,3.8599644783492106,0.78,1,-4.574492450303974,0.2700369155179089,SAM,True
19,0.1092415959853894,2.0000000000000004,0.76,2,-6.58737159169425,0.14669355750509144,SAM,True
20,0.9706008757667063,4.315305931768706,0.88,2,-1.814937250115885,0.23795924470041316,SAM,True
21,0.496358605203074,3.7706478741631595,0.97,1,-24.249902312820257,0.3310295093390767,SAM,True
22,0.12305609597137693,2.0000000000000004,0.98,2,-13.539394524682642,0.1988588112305131,SAM,True
23,0.6321043198643473,4.046828724188812,0.95,2,-10.158039032355337,0.3570436242577347,SAM,True
24,0.37118915695320365,3.8574166808630093,0.56,1,-10.796678075612437,0.15337225286828846,SAM,True
25,0.5197185511121291,3.9123374872784695,0.75,2,-10.58103860704235,0.24088967647879875,SAM,True
26,0.3317310229136336,3.6378491278938143,1.22,2,-1318.2273794327,0.4249887298719005,SAM,True
27,0.3662628012651207,3.9816703537687737,0.82,2,-8.29694630903078,0.2211916313246345,SAM,True
28,0.5579639747962678,4.072817570226027,0.91,2,-14.819755921580919,0.3151578901934791,SAM,True
29,0.7367955146778605,4.108811014236458,0.99,1,-8.169311300563434,0.3302246613591659,SAM,True
30,0.31446592500626774,3.807235980955709,0.8,1,-71.51192059579071,0.2527508695235125,SAM,True
31,1.1228855437987681,3.7240282165012197,0.93,2,0.1883760155226667,0.2773783331435112,SAM,True
32,0.5180999760453242,3.666962064383738,0.98,2,-14.554982894949301,0.32869617885278657,SAM,True
33,0.35732305434409617,3.7799487086729178,0.83,1,-43.2701621022154,0.30720247519025407,SAM,True
34,0.13009533235480866,2.4777140053374964,0.75,1,-1.627846301590743,0.17154312385118034,SAM,True
35,0.505596079999169,4.534058070931372,0.6,1,-1.20453332487351,0.15118538412697263,SAM,True
36,0.2951314920714542,3.691075384443701,0.7,2,-49.960211364030975,0.24120160799968215,SAM,True
37,0.2890941657815792,2.0000000000000004,1.26,2,-0.8827516518480665,0.24906688557258866,SAM,True
38,0.07798398488219917,2.0000000000000004,1.05,2,-94.19607043814767,0.2286747765985109,SAM,True
39,0.5541652103242064,3.912786364029565,1.18,1,-29.792370026296283,0.37335874328230617,SAM,True
40,0.5084518811391692,3.76026168581333,1.21,1,-61.79201233794121,0.4301655600798399,SAM,True
41,0.23769908178679205,3.55827873187312,1.03,2,-1089.1557685850933,0.3582209311586235,SAM,True
42,0.2625970129914736,3.6837866638795433,0.78,1,-186.11709491185692,0.24901552980254116,SAM,True
43,0.12986300866100633,3.634065099776925,0.51,1,-628.8751658533344,0.177180637390574,SAM,True
44,0.21107027470091455,3.705113290224025,0.73,2,-218.00565082006713,0.24637290066338424,SAM,True
45,0.17787494813838323,3.476295291126609,0.94,1,-999.1471690161382,0.3279875447320763,SAM,True
46,0.1031475977885491,2.0000000000000004,0.87,2,-11.819813578752672,0.1911263707703388,SAM,True
47,0.8322936413752281,3.802526733493285,0.95,1,-2.233082653616002,0.3249083730778793,SAM,True
48,0.14229182144529318,3.6013321237189038,0.63,2,-1198.0530913867294,0.22172319848598615,SAM,True
49,0.2943548513287548,3.7262204783369297,0.95,2,-166.67826908133878,0.34283488663678213,SAM,True
50,0.9263430279277498,3.8677942109825403,1.38,2,-13.064474489946361,0.40807603484046695,SAM,True
51,0.32307867646134425,2.6237994374443145,0.86,1,0.3775181435131916,0.18253987618218684,SAM,True
52,0.3995897086208279,3.81079174680017,0.47,1,-2.3918192799007936,0.1375676531069832,SAM,True
53,0.3099986992948863,3.5875350610386016,1.05,2,-150.80601126313928,0.34995642526825765,SAM,True
54,0.08194410803043352,2.411332837288564,1.01,1,-20.938088354737726,0.2560824305443781,SAM,True
55,0.21895251858052447,3.837359489477007,0.51,2,-21.64817792534654,0.14077341966677595,SAM,True
0,0.27955990695706734,3.6843196446452042,0.73,2,-52.406159718749734,0.27129731491113607,SAM,True
1,0.6598619211134575,2.9094981445061694,0.9,1,0.7400250340209802,0.22802937390715608,SAM,True
2,0.32649036665148473,3.71348745707051,1.07,2,-303.68668168308056,0.37549136068469735,SAM,True
3,1.1261399504288536,3.775396771168254,1.6,1,-5.053223262932499,0.556103956085679,SAM,True
4,0.9281098115336889,3.833210860518011,0.9,2,-0.7725554217046937,0.281563653066093,SAM,True
5,0.14716021672722232,2.0000000000000004,0.65,2,-2.2585789396479488,0.12492013956872391,SAM,True
6,0.29253781640746895,2.0000000000000004,1.17,2,-0.9103162074217985,0.22659186736833442,SAM,True
7,0.3726405964649493,3.7572170043590734,0.78,2,-50.60283680177871,0.2560909239308347,SAM,True
8,0.7676182410477028,3.790737065937734,1.1,1,-6.403271798044569,0.3471481887468392,SAM,True
9,0.7971314969770777,3.7329787223783173,0.78,1,-0.593800783090376,0.2449261371650918,SAM,True
10,0.41634542945969333,3.892286873979582,0.91,2,-38.78972633760362,0.3112523673813268,SAM,True
11,0.4583562233425261,3.728365936681597,0.97,2,-25.8496367665488,0.3474462841396462,SAM,True
12,0.37468015586258524,3.72601679386639,1.17,1,-133.08763177569065,0.37736776286674856,SAM,True
13,0.6428109893876414,3.8230150702773464,0.86,1,-5.17007005378122,0.2605434012384479,SAM,True
14,0.23784829972651791,3.5415262449420766,1.08,2,-806.7293534576768,0.38192649023198444,SAM,True
15,0.6964475100840145,4.159190065841254,1.09,1,-1.0224038075036912,0.21233410386767593,SAM,True
16,0.2569271869807203,2.620002130739554,0.48,1,0.8614298807538191,0.06199885086533685,SAM,True
17,0.5019403883266051,3.669883999154907,0.92,1,-11.218531602323585,0.3073535961151074,SAM,True
18,0.6675888496320713,3.732464479056422,0.98,2,-5.027646040165469,0.3435128186483656,SAM,True
19,0.6429575277610216,4.073969783112156,0.78,1,-5.4745012086666875,0.2756508417176672,SAM,True
20,0.07481932390608145,2.0000000000000004,0.8,2,-32.52413848006456,0.1627917894424526,SAM,True
21,1.234051469080119,5.144821851076552,0.7,1,0.5775039921036571,0.13102616106496764,SAM,True
22,0.2055194699973135,3.5504351386216895,0.59,1,-40.0655374432795,0.20912866225625948,SAM,True
23,0.2804555353758009,2.0726949771981533,0.53,1,0.7872851394243401,0.08276988785690803,SAM,True
24,0.1649085321608617,2.5902720550311122,0.56,2,-0.12754851024299807,0.13695535574738316,SAM,True
25,0.10908814257512155,2.6812835495342373,0.64,1,-1.8470873440826843,0.15171014459507376,SAM,True
26,0.21113115501364838,3.4307153395988355,0.74,2,-13.647125909138525,0.20803825014010985,SAM,True
27,0.36763896596608975,3.7343064194175115,1.18,2,-193.50087566328102,0.39899988939741815,SAM,True
28,0.08310067881394642,2.0000000000000004,0.8,1,-22.29294402995632,0.18045627578901247,SAM,True
29,0.16554768591162392,3.8043691700253515,0.46,1,-75.34797183424074,0.15102634401149828,SAM,True
30,0.2045170048924542,2.0000000000000004,1.25,2,-5.697474836024012,0.2703694806603224,SAM,True
31,0.25909368109751096,2.0000000000000004,1.02,2,-1.1557658302535887,0.20225701131363855,SAM,True
32,0.1195343001427846,2.0000000000000004,1.07,2,-14.913733318190483,0.23714086881532745,SAM,True
33,0.3906961067982926,3.7650546078319245,1.09,1,-104.37893555160068,0.3523299392327958,SAM,True
34,0.260670499269881,2.5321820120426897,1.15,1,-0.9886885501317124,0.2684718845391668,SAM,True
35,0.27422855766862436,3.676211577261889,0.87,2,-197.9087155292351,0.28313983949084764,SAM,True
36,0.11229201865078846,2.0000000000000004,1.28,1,-61.01898602712847,0.27040781151065985,SAM,True
37,0.47699540687802344,3.8141048891421168,0.94,2,-25.375644349184313,0.3386852185652668,SAM,True
38,0.17906681996440685,2.5043459549637084,1.12,1,-2.1940583511019156,0.26350587665050834,SAM,True
39,0.07905143784065258,2.0000000000000004,0.85,1,-44.23333407078251,0.17545755850129077,SAM,True
40,0.4406751652206855,4.075251407448397,0.72,2,-12.124965056495217,0.2566573949289099,SAM,True
41,0.41031523789781044,3.6162193846740234,0.95,1,-26.132243168052888,0.3288784873701117,SAM,True
42,0.40537189588847794,3.740351543414065,1.16,2,-171.7146434926027,0.40904649861585884,SAM,True
43,0.06262168009612894,2.4396970471875385,0.59,1,-7.116406964642341,0.14767110892877053,SAM,True
44,0.62536942097685,2.4841970963383098,0.38,1,0.9339713182394281,0.09326982188059348,SAM,True
0,3.5637142846299157,7.275981064075908,1.1,1,0.9585509037128357,0.10424339960933707,SAM,True
1,0.8738940312637933,4.435003636742706,0.65,1,-0.2859110471743227,0.19419472650594705,SAM,True
2,0.17603282173567297,2.4944844150416965,1.08,1,-3.3984105435832035,0.2778520065771987,SAM,True
3,0.5067573034276673,3.5235677244296735,0.79,2,-3.0148936298351625,0.2823333840781968,SAM,True
4,0.17794337167376853,2.0730592233687672,0.78,1,-1.5613466695758795,0.12994983105996627,SAM,True
5,0.11040225921153336,2.769880023213101,0.93,1,-1.8738628331727027,0.1893143276507841,SAM,True
6,1.0275076159589915,4.357707961158907,0.99,1,-2.052966581235104,0.26401831150335736,SAM,True
7,0.52272035370236,3.835312454271163,1.18,1,-23.845787831504744,0.33343468490699324,SAM,True
8,0.3345559372679375,3.953950210236144,0.66,1,-3.4080798078327286,0.1578632785317531,SAM,True
9,0.6296744431615984,2.0000000000000004,1.15,1,0.7163008689719456,0.20289467798480187,SAM,True
10,0.8149854333212911,4.250275037988231,1.24,2,-4.214148053445264,0.3603811499946973,SAM,True
11,0.852753171790977,2.0083375222159616,1.36,1,0.8167311731741664,0.24624227754736072,SAM,True
12,0.4136495053588436,3.687672008639,1.07,1,-28.337589989957813,0.3050915250226375,SAM,True
13,0.8037275920526292,4.2328014585023785,1.06,1,-5.778246838688593,0.3414621790045161,SAM,True
14,1.0899916090151893,4.63834477294118,0.84,2,-0.40955168998138736,0.18046423304659978,SAM,True
15,0.9280571195505686,3.9744635740238263,0.71,2,0.13079995394095556,0.18373499306574853,SAM,True
16,0.21878634720090304,2.6342096010388234,0.82,2,0.07317375402687931,0.1775733310691272,SAM,True
17,0.7992123056318854,4.3955237208574784,0.69,1,-1.254123408497168,0.1816945228303533,SAM,True
18,2.893292311111816,5.064068096778822,1.0,2,0.9593860937943874,0.10607617166329054,SAM,True
19,1.6326056819173502,5.239601899960631,0.54,1,0.7698897552917545,0.18006444152081744,SAM,True
20,0.8420663846215771,3.991318934886071,1.17,2,-8.183302452662934,0.4085858891221511,SAM,True
21,0.4916109515487192,2.4814689895063418,0.89,2,0.4538616062691655,0.1896312837560197,SAM,True
22,2.673871500219776,5.571369565435089,0.91,1,0.8876828964710215,0.16870426920398723,SAM,True
23,0.08351994488893308,2.0000000000000004,0.57,1,-10.277113179497194,0.12697860189621676,SAM,True
24,0.423932632103076,3.7743424822092773,1.22,1,-131.05645233142647,0.4041035614647792,SAM,True
25,0.8948339917893143,2.378885730182437,1.0,1,0.8507844179466493,0.20923767673213756,SAM,True
26,0.3986589596295165,3.5281084748518725,0.75,2,-6.435035433723012,0.26970216259625485,SAM,True
27,0.2631851272342843,3.1817704010831833,0.6,1,0.07001684908246175,0.11505769402341208,SAM,True
28,0.5044966677981044,3.7595462599636784,0.95,2,-18.377061759134765,0.31655905848841376,SAM,True
29,0.38016129296013346,3.708868735686934,0.88,1,-19.32872876726126,0.24165495940697226,SAM,True
30,0.6731394918923235,4.081931103125321,1.23,1,-8.770421221343629,0.35094948226120665,SAM,True
31,0.9229000213012877,4.413520192992418,0.76,2,0.09681481953891424,0.1029334808475659,SAM,True
32,0.4518849784871903,3.6154778230345057,0.83,1,-8.694386528485238,0.2612951218899607,SAM,True
33,2.290367153312221,3.9859612175129606,1.66,1,0.3507619897711437,0.37909201430347694,SAM,True
34,0.7540235330243282,3.7724329219831274,0.84,2,-1.5514839486346932,0.2533326868865701,SAM,True
35,0.22313184759900298,3.561103904593788,0.96,2,-602.4424421755331,0.3363171886201803,SAM,True
36,0.6080800838241386,2.0000000000000004,0.85,1,0.869717060282485,0.13731890050078388,SAM,True
37,1.3074340822492008,4.049633820395143,1.3,1,-1.8075479323176538,0.4347752373778119,SAM,True
38,0.43913672934482045,3.9142465618561553,0.8,1,-41.86012802648959,0.25192287425961235,SAM,True
39,0.46292140984875385,3.716316257313378,0.71,2,-6.016622594187621,0.2343768478196202,SAM,True
40,0.7509764887301614,7.338535183912239,0.56,1,0.995655836939073,0.013354311085799578,SAM,True
41,0.26908395162812226,3.7145010084274355,0.62,2,-26.478544825973156,0.21802931776974518,SAM,True
42,0.5233427275704303,2.597309433999865,0.64,1,0.8215561292273614,0.1503279371320863,SAM,True
43,0.9014691242064891,4.383716978036564,0.63,2,-0.2726360918617614,0.1934991499361246,SAM,True
44,0.30217819898064235,3.8546516272216915,0.72,2,-48.138875280703004,0.22543600060840832,SAM,True
45,0.414535968221944,3.8446264633798295,0.77,2,-44.022535162340915,0.22350660866007294,SAM,True
